Planet Name,Type,Mass (Earth),Orbit Radius (AU),Discovery Year,Discovered By
Planet-12045,Exoplanet,955.75,9.996,1963,Hubble
Planet-12046,Terrestrial,503.54,1.194,1934,Kepler
Planet-12047,Dwarf Planet,46.45,29.878,1912,Chandra
Planet-12048,Exoplanet,255.05,42.005,1915,Hubble
Planet-12049,Terrestrial,760.12,94.94,1973,JWST
Planet-12050,Ice Giant,176.71,60.248,1940,Hubble
Planet-12051,Ice Giant,684.11,69.925,1938,Voyager
Planet-12052,Exoplanet,690.34,71.593,1906,Ground Telescope
Planet-12053,Exoplanet,290.37,21.103,1965,Hubble
Planet-12054,Gas Giant,830.76,58.066,1940,Kepler
Planet-12055,Gas Giant,533.89,95.846,1902,TESS
Planet-12056,Ice Giant,151.54,82.614,1963,TESS
Planet-12057,Dwarf Planet,83.98,92.798,1908,James Webb
Planet-12058,Gas Giant,493.03,78.946,1934,Galileo
Planet-12059,Exoplanet,762.09,11.557,1901,Spitzer
Planet-12060,Ice Giant,940.16,7.727,1961,Galileo
Planet-12061,Terrestrial,764.93,64.626,2007,James Webb
Planet-12062,Gas Giant,522.07,63.885,1911,Chandra
Planet-12063,Terrestrial,45.86,85.156,2012,Hubble
Planet-12064,Dwarf Planet,296.25,97.659,1906,Hubble
Planet-12065,Gas Giant,884.21,17.348,1937,Voyager
Planet-12066,Terrestrial,117.74,73.11,2015,Spitzer
Planet-12067,Exoplanet,349.07,58.945,1927,Chandra
Planet-12068,Gas Giant,968.08,59.306,1969,TESS
Planet-12069,Terrestrial,803.63,91.836,1905,Chandra
Planet-12070,Gas Giant,950.33,30.083,1919,James Webb
Planet-12071,Gas Giant,235.24,44.774,1906,Chandra
Planet-12072,Exoplanet,45.35,98.83,1936,Galileo
Planet-12073,Exoplanet,278.47,86.9,1908,Ground Telescope
Planet-12074,Gas Giant,724.3,56.104,1999,Voyager
Planet-12075,Dwarf Planet,466.99,42.942,1911,James Webb
Planet-12076,Terrestrial,196.02,89.174,2014,Spitzer
Planet-12077,Dwarf Planet,476.31,10.371,1960,Hubble
Planet-12078,Ice Giant,817.35,63.749,1926,Kepler
Planet-12079,Gas Giant,829.12,80.173,1959,Galileo
Planet-12080,Gas Giant,748.58,85.254,2001,James Webb
Planet-12081,Exoplanet,698.01,84.311,2005,Kepler
Planet-12082,Ice Giant,474.22,66.557,1909,Galileo
Planet-12083,Gas Giant,290.92,65.67,2019,Hubble
Planet-12084,Gas Giant,795.93,72.548,1926,TESS
Planet-12085,Gas Giant,800.78,44.3,2003,Galileo
Planet-12086,Dwarf Planet,17.0,17.962,2001,James Webb
Planet-12087,Dwarf Planet,706.82,64.598,2001,James Webb
Planet-12088,Ice Giant,321.98,51.909,1993,Voyager
Planet-12089,Ice Giant,284.1,29.796,1964,Ground Telescope
Planet-12090,Dwarf Planet,858.05,74.213,1972,Galileo
Planet-12091,Gas Giant,20.43,17.085,1952,Ground Telescope
Planet-12092,Ice Giant,244.19,34.55,1912,Kepler
Planet-12093,Gas Giant,549.34,26.328,2025,Galileo
Planet-12094,Ice Giant,520.74,42.278,1931,Kepler
Planet-12095,Gas Giant,302.6,2.841,1979,Spitzer
Planet-12096,Terrestrial,876.68,33.212,1960,Hubble
Planet-12097,Terrestrial,156.06,51.435,1932,JWST
Planet-12098,Ice Giant,5.91,54.204,1928,Ground Telescope
Planet-12099,Dwarf Planet,503.42,74.45,1950,Hubble
Planet-12100,Dwarf Planet,410.81,44.122,1959,Chandra
Planet-12101,Gas Giant,736.63,41.558,1951,Galileo
Planet-12102,Exoplanet,875.0,37.525,1986,Ground Telescope
Planet-12103,Exoplanet,491.78,90.609,2008,Chandra
Planet-12104,Terrestrial,756.16,0.904,2005,JWST
Planet-12105,Gas Giant,763.34,57.576,1999,Galileo
Planet-12106,Gas Giant,59.2,15.904,1919,James Webb
Planet-12107,Gas Giant,488.47,73.76,2000,JWST
Planet-12108,Ice Giant,988.34,7.045,1989,TESS
Planet-12109,Dwarf Planet,985.83,5.769,1961,Chandra
Planet-12110,Gas Giant,151.09,88.117,1936,Spitzer
Planet-12111,Gas Giant,13.63,86.143,1912,Hubble
Planet-12112,Terrestrial,779.42,12.777,1910,Galileo
Planet-12113,Dwarf Planet,836.74,99.849,1992,Spitzer
Planet-12114,Gas Giant,520.84,62.707,1909,Galileo
Planet-12115,Gas Giant,883.62,95.567,1933,James Webb
Planet-12116,Dwarf Planet,183.92,18.7,1977,JWST
Planet-12117,Gas Giant,802.04,23.746,1928,Voyager
Planet-12118,Dwarf Planet,403.39,43.354,1958,James Webb
Planet-12119,Dwarf Planet,734.32,25.78,1900,TESS
Planet-12120,Gas Giant,102.05,88.255,1991,Voyager
Planet-12121,Dwarf Planet,963.69,61.868,1970,Spitzer
Planet-12122,Ice Giant,741.64,53.577,1999,Voyager
Planet-12123,Ice Giant,865.7,46.659,1945,TESS
Planet-12124,Terrestrial,379.49,22.134,1905,James Webb
Planet-12125,Gas Giant,879.46,30.007,1954,Galileo
Planet-12126,Terrestrial,640.68,26.707,1920,Voyager
Planet-12127,Ice Giant,581.22,52.488,1919,Hubble
Planet-12128,Gas Giant,461.33,55.284,1993,Chandra
Planet-12129,Dwarf Planet,707.71,91.812,1907,Spitzer
Planet-12130,Exoplanet,33.79,82.037,1931,Chandra
Planet-12131,Gas Giant,372.68,32.808,1919,Hubble
Planet-12132,Dwarf Planet,671.62,71.077,1967,Voyager
Planet-12133,Exoplanet,258.88,53.061,1927,Galileo
Planet-12134,Ice Giant,653.71,55.767,1907,James Webb
Planet-12135,Exoplanet,244.01,47.875,1952,James Webb
Planet-12136,Gas Giant,216.15,70.436,1956,James Webb
Planet-12137,Exoplanet,73.86,14.705,2016,Kepler
Planet-12138,Gas Giant,515.75,5.274,1927,Kepler
Planet-12139,Dwarf Planet,137.54,80.852,1964,Voyager
Planet-12140,Exoplanet,598.06,26.683,2005,Kepler
Planet-12141,Gas Giant,826.22,93.856,1904,Kepler
Planet-12142,Exoplanet,13.92,22.172,1994,JWST
Planet-12143,Terrestrial,708.94,95.952,1995,Hubble
Planet-12144,Terrestrial,976.96,83.34,1979,Spitzer
Planet-12145,Exoplanet,52.95,57.627,1971,Galileo
Planet-12146,Terrestrial,742.34,17.429,2013,Ground Telescope
Planet-12147,Dwarf Planet,514.73,95.31,1959,Ground Telescope
Planet-12148,Gas Giant,975.66,69.968,2011,JWST
Planet-12149,Terrestrial,214.77,62.232,1955,Spitzer
Planet-12150,Exoplanet,91.3,0.454,1994,Hubble
Planet-12151,Ice Giant,861.36,21.887,1923,Spitzer
Planet-12152,Dwarf Planet,871.83,47.138,2006,Spitzer
Planet-12153,Ice Giant,271.63,68.717,1904,Kepler
Planet-12154,Terrestrial,996.56,45.826,1962,JWST
Planet-12155,Terrestrial,61.8,11.291,1987,Hubble
Planet-12156,Exoplanet,880.17,90.822,1980,Spitzer
Planet-12157,Terrestrial,529.19,4.125,2007,Voyager
Planet-12158,Terrestrial,342.44,43.655,1974,Kepler
Planet-12159,Terrestrial,81.06,91.001,2002,Galileo
Planet-12160,Ice Giant,816.06,24.798,1905,JWST
Planet-12161,Dwarf Planet,985.86,10.668,1929,Galileo
Planet-12162,Dwarf Planet,747.28,52.84,1988,Galileo
Planet-12163,Dwarf Planet,385.3,66.275,2017,Hubble
Planet-12164,Exoplanet,366.01,81.491,2009,Ground Telescope
Planet-12165,Ice Giant,939.21,77.119,1983,Spitzer
Planet-12166,Dwarf Planet,582.44,46.635,1997,Chandra
Planet-12167,Gas Giant,623.03,98.183,1981,Hubble
Planet-12168,Terrestrial,557.1,85.017,1903,Ground Telescope
Planet-12169,Ice Giant,545.71,13.601,1982,Ground Telescope
Planet-12170,Terrestrial,806.0,88.078,1935,Hubble
Planet-12171,Dwarf Planet,128.41,20.436,2007,Chandra
Planet-12172,Ice Giant,322.66,37.077,2013,Chandra
Planet-12173,Ice Giant,339.22,37.17,1902,Chandra
Planet-12174,Ice Giant,683.25,63.679,1981,Hubble
Planet-12175,Gas Giant,216.9,99.11,1918,Chandra
Planet-12176,Gas Giant,196.01,42.308,1994,Hubble
Planet-12177,Exoplanet,342.39,64.579,2020,Ground Telescope
Planet-12178,Dwarf Planet,977.92,12.966,1939,Galileo
Planet-12179,Terrestrial,937.66,46.212,1955,Ground Telescope
Planet-12180,Exoplanet,847.28,22.911,2015,JWST
Planet-12181,Exoplanet,176.62,78.849,1939,Voyager
Planet-12182,Exoplanet,891.06,27.286,1900,Kepler
Planet-12183,Exoplanet,976.23,55.556,1946,Chandra
Planet-12184,Exoplanet,38.3,19.417,2021,Spitzer
Planet-12185,Terrestrial,808.95,92.248,1988,Chandra
Planet-12186,Terrestrial,353.87,2.119,1924,Voyager
Planet-12187,Ice Giant,469.54,76.12,1958,Spitzer
Planet-12188,Dwarf Planet,946.16,90.519,1991,Galileo
Planet-12189,Exoplanet,129.27,52.059,1952,Hubble
Planet-12190,Gas Giant,18.95,33.364,1939,Ground Telescope
Planet-12191,Dwarf Planet,268.74,80.908,1926,Chandra
Planet-12192,Exoplanet,755.01,81.442,1916,Hubble
Planet-12193,Terrestrial,808.4,25.012,2011,Chandra
Planet-12194,Dwarf Planet,404.84,17.664,1976,Voyager
Planet-12195,Dwarf Planet,199.83,43.168,1905,Chandra
Planet-12196,Dwarf Planet,442.21,11.647,1995,Chandra
Planet-12197,Gas Giant,452.98,53.761,1902,Spitzer
Planet-12198,Terrestrial,859.73,0.082,1995,Spitzer
Planet-12199,Gas Giant,919.55,19.052,1980,James Webb
Planet-12200,Gas Giant,608.13,30.707,1975,JWST
Planet-12201,Ice Giant,532.31,39.494,1912,Spitzer
Planet-12202,Ice Giant,170.84,36.419,1942,TESS
Planet-12203,Gas Giant,499.53,45.587,1973,Galileo
Planet-12204,Ice Giant,92.33,63.688,1977,Voyager
Planet-12205,Terrestrial,728.34,19.899,1949,Chandra
Planet-12206,Terrestrial,13.0,54.498,1911,Hubble
Planet-12207,Gas Giant,522.94,92.166,1920,Ground Telescope
Planet-12208,Terrestrial,973.26,20.377,1939,James Webb
Planet-12209,Terrestrial,65.72,42.957,1991,JWST
Planet-12210,Terrestrial,463.15,87.763,1927,Kepler
Planet-12211,Terrestrial,911.03,68.094,1986,Ground Telescope
Planet-12212,Gas Giant,671.38,96.419,1949,Kepler
Planet-12213,Exoplanet,543.52,25.165,1924,Kepler
Planet-12214,Terrestrial,710.59,89.057,1986,Hubble
Planet-12215,Dwarf Planet,722.67,92.07,1901,James Webb
Planet-12216,Exoplanet,715.72,10.87,1989,Chandra
Planet-12217,Dwarf Planet,973.89,0.611,2019,Spitzer
Planet-12218,Ice Giant,285.45,11.064,1902,Hubble
Planet-12219,Dwarf Planet,925.87,9.644,2003,Spitzer
Planet-12220,Dwarf Planet,336.6,13.494,2011,Hubble
Planet-12221,Dwarf Planet,794.0,74.211,1963,Ground Telescope
Planet-12222,Exoplanet,203.45,56.094,1980,Hubble
Planet-12223,Dwarf Planet,982.14,93.223,2011,Hubble
Planet-12224,Ice Giant,419.08,57.069,2004,Galileo
Planet-12225,Ice Giant,913.86,62.648,1938,Voyager
Planet-12226,Terrestrial,978.38,17.65,2009,Kepler
Planet-12227,Dwarf Planet,630.57,25.713,1982,Galileo
Planet-12228,Exoplanet,513.38,19.645,1936,Kepler
Planet-12229,Terrestrial,735.79,0.389,1906,Voyager
Planet-12230,Dwarf Planet,267.19,7.628,1912,Hubble
Planet-12231,Gas Giant,485.59,25.605,1902,Spitzer
Planet-12232,Ice Giant,685.27,41.565,2001,JWST
Planet-12233,Ice Giant,721.67,79.206,1965,Hubble
Planet-12234,Dwarf Planet,590.23,7.632,2009,Hubble
Planet-12235,Dwarf Planet,167.53,85.982,1953,Hubble
Planet-12236,Ice Giant,600.74,41.755,1914,Chandra
Planet-12237,Dwarf Planet,483.69,96.347,2019,Kepler
Planet-12238,Dwarf Planet,958.95,3.138,1942,Hubble
Planet-12239,Dwarf Planet,996.4,7.11,1905,Ground Telescope
Planet-12240,Ice Giant,734.76,36.557,2002,Spitzer
Planet-12241,Terrestrial,425.54,53.437,1916,TESS
Planet-12242,Exoplanet,814.03,99.861,1947,Hubble
Planet-12243,Terrestrial,759.26,81.395,1927,TESS
Planet-12244,Terrestrial,880.35,76.357,1991,Kepler
Planet-12245,Dwarf Planet,726.43,11.29,1907,Ground Telescope
Planet-12246,Terrestrial,629.88,87.71,1928,Kepler
Planet-12247,Gas Giant,756.05,2.837,2015,Galileo
Planet-12248,Dwarf Planet,319.04,89.403,1917,Spitzer
Planet-12249,Terrestrial,852.69,51.154,1972,Chandra
Planet-12250,Terrestrial,718.35,84.377,1905,Ground Telescope
Planet-12251,Dwarf Planet,492.19,78.434,1976,Galileo
Planet-12252,Terrestrial,87.67,52.987,1916,Spitzer
Planet-12253,Exoplanet,170.89,35.05,1992,JWST
Planet-12254,Ice Giant,569.18,44.61,1947,Spitzer
Planet-12255,Ice Giant,312.05,86.567,1997,James Webb
Planet-12256,Exoplanet,444.0,29.347,1978,Chandra
Planet-12257,Exoplanet,376.08,31.924,2009,TESS
Planet-12258,Gas Giant,576.25,1.47,1923,Ground Telescope
Planet-12259,Gas Giant,651.66,66.41,1927,Galileo
Planet-12260,Terrestrial,228.76,82.241,1929,Chandra
Planet-12261,Exoplanet,415.23,23.053,1948,Kepler
Planet-12262,Terrestrial,526.6,40.968,1944,James Webb
Planet-12263,Terrestrial,681.89,71.755,2022,Spitzer
Planet-12264,Gas Giant,776.72,14.238,1984,James Webb
Planet-12265,Ice Giant,798.13,30.561,1963,TESS
Planet-12266,Exoplanet,657.52,47.291,2006,Chandra
Planet-12267,Terrestrial,843.3,94.923,1911,JWST
Planet-12268,Gas Giant,675.46,11.975,1996,Voyager
Planet-12269,Ice Giant,183.88,70.282,1906,Voyager
Planet-12270,Exoplanet,722.79,55.079,2013,Chandra
Planet-12271,Dwarf Planet,966.19,7.22,1982,TESS
Planet-12272,Exoplanet,940.97,82.69,1950,JWST
Planet-12273,Gas Giant,180.44,44.582,1940,Hubble
Planet-12274,Gas Giant,484.09,67.513,1931,TESS
Planet-12275,Dwarf Planet,713.13,20.22,1984,JWST
Planet-12276,Exoplanet,439.83,58.731,1968,Ground Telescope
Planet-12277,Terrestrial,818.85,50.025,1902,Chandra
Planet-12278,Ice Giant,474.03,16.619,1990,James Webb
Planet-12279,Terrestrial,932.53,87.559,1951,Chandra
Planet-12280,Ice Giant,256.36,33.124,2021,Spitzer
Planet-12281,Terrestrial,335.15,79.333,1918,JWST
Planet-12282,Gas Giant,765.89,28.89,1900,Galileo
Planet-12283,Dwarf Planet,141.25,37.885,1950,Voyager
Planet-12284,Dwarf Planet,574.98,91.809,1918,Voyager
Planet-12285,Gas Giant,600.97,39.817,2005,Voyager
Planet-12286,Gas Giant,841.18,48.292,1985,JWST
Planet-12287,Ice Giant,245.3,15.079,2016,Chandra
Planet-12288,Exoplanet,216.37,47.424,1938,Galileo
Planet-12289,Exoplanet,836.14,37.83,1971,TESS
Planet-12290,Ice Giant,917.69,86.017,1982,Hubble
Planet-12291,Dwarf Planet,664.22,35.24,2019,Hubble
Planet-12292,Terrestrial,128.81,78.065,1923,Kepler
Planet-12293,Exoplanet,259.7,51.274,1951,JWST
Planet-12294,Gas Giant,952.44,44.834,1936,Spitzer
Planet-12295,Gas Giant,768.77,64.783,1942,James Webb
Planet-12296,Gas Giant,258.36,64.77,1914,Galileo
Planet-12297,Terrestrial,744.69,56.067,1929,JWST
Planet-12298,Exoplanet,578.94,80.543,1994,Kepler
Planet-12299,Dwarf Planet,454.62,9.611,1999,Galileo
Planet-12300,Exoplanet,957.15,66.582,1946,Hubble
Planet-12301,Dwarf Planet,924.73,22.692,1981,Ground Telescope
Planet-12302,Exoplanet,999.11,18.11,1910,Hubble
Planet-12303,Dwarf Planet,901.92,44.021,1967,Ground Telescope
Planet-12304,Dwarf Planet,23.99,40.409,1958,JWST
Planet-12305,Exoplanet,554.21,85.499,1981,James Webb
Planet-12306,Exoplanet,163.54,32.737,1922,Ground Telescope
Planet-12307,Terrestrial,539.84,87.446,1959,Galileo
Planet-12308,Dwarf Planet,601.37,40.824,1996,Chandra
Planet-12309,Dwarf Planet,798.29,62.332,2016,Hubble
Planet-12310,Terrestrial,91.38,43.129,1920,Hubble
Planet-12311,Ice Giant,257.02,73.722,1968,James Webb
Planet-12312,Terrestrial,12.19,39.208,1968,James Webb
Planet-12313,Ice Giant,113.04,49.081,1955,Chandra
Planet-12314,Exoplanet,752.19,72.447,1944,Hubble
Planet-12315,Gas Giant,526.8,81.129,1980,Spitzer
Planet-12316,Dwarf Planet,73.38,13.435,2013,Kepler
Planet-12317,Terrestrial,814.42,31.962,2010,JWST
Planet-12318,Terrestrial,75.57,58.47,1908,Hubble
Planet-12319,Gas Giant,387.74,27.516,1956,Galileo
Planet-12320,Ice Giant,168.4,91.369,1986,Kepler
Planet-12321,Exoplanet,115.66,85.033,1977,Kepler
Planet-12322,Terrestrial,746.49,45.791,1976,Voyager
Planet-12323,Gas Giant,423.92,0.197,1929,Galileo
Planet-12324,Gas Giant,459.34,48.532,1918,Galileo
Planet-12325,Dwarf Planet,875.59,89.438,1980,JWST
Planet-12326,Terrestrial,566.98,25.019,1900,Voyager
Planet-12327,Gas Giant,395.76,76.197,1946,Galileo
Planet-12328,Terrestrial,612.74,3.045,1953,Voyager
Planet-12329,Ice Giant,854.28,55.771,1919,Hubble
Planet-12330,Terrestrial,13.03,60.76,1946,Ground Telescope
Planet-12331,Dwarf Planet,178.19,35.148,2007,Hubble
Planet-12332,Gas Giant,729.13,74.554,1934,James Webb
Planet-12333,Exoplanet,876.2,17.171,1978,Galileo
Planet-12334,Terrestrial,576.42,72.315,1973,Ground Telescope
Planet-12335,Dwarf Planet,793.83,54.19,1914,James Webb
Planet-12336,Terrestrial,433.14,5.978,2008,Galileo
Planet-12337,Dwarf Planet,826.74,79.04,2020,Galileo
Planet-12338,Ice Giant,300.86,86.559,1919,Spitzer
Planet-12339,Ice Giant,646.24,23.79,1931,Voyager
Planet-12340,Ice Giant,722.33,86.644,1950,TESS
Planet-12341,Ice Giant,20.6,63.727,1981,Kepler
Planet-12342,Terrestrial,491.2,61.299,1957,Chandra
Planet-12343,Gas Giant,356.76,64.376,2006,Voyager
Planet-12344,Dwarf Planet,957.84,81.566,1933,Kepler
Planet-12345,Dwarf Planet,767.61,55.028,1909,TESS
Planet-12346,Gas Giant,447.52,21.003,1924,Kepler
Planet-12347,Dwarf Planet,671.16,71.102,1909,Chandra
Planet-12348,Terrestrial,663.22,62.639,1900,Hubble
Planet-12349,Ice Giant,959.36,47.404,1951,Chandra
Planet-12350,Exoplanet,845.04,90.126,2020,Ground Telescope
Planet-12351,Exoplanet,254.23,23.914,1983,Voyager
Planet-12352,Terrestrial,127.8,40.833,1997,Galileo
Planet-12353,Exoplanet,104.33,96.955,1955,JWST
Planet-12354,Gas Giant,325.77,9.484,1904,James Webb
Planet-12355,Dwarf Planet,511.86,55.361,1935,Hubble
Planet-12356,Terrestrial,325.88,0.162,1916,Ground Telescope
Planet-12357,Gas Giant,578.81,15.609,1917,JWST
Planet-12358,Ice Giant,956.34,11.485,1917,Kepler
Planet-12359,Exoplanet,285.19,93.994,1919,James Webb
Planet-12360,Dwarf Planet,323.38,13.56,1920,Spitzer
Planet-12361,Exoplanet,963.31,36.386,1951,James Webb
Planet-12362,Ice Giant,77.49,94.233,1926,Spitzer
Planet-12363,Ice Giant,706.62,90.787,1987,Spitzer
Planet-12364,Exoplanet,95.9,31.848,1948,Spitzer
Planet-12365,Dwarf Planet,91.22,78.107,1920,TESS
Planet-12366,Terrestrial,582.36,83.192,1905,Galileo
Planet-12367,Dwarf Planet,125.8,25.712,2014,Hubble
Planet-12368,Gas Giant,479.08,21.107,1953,James Webb
Planet-12369,Gas Giant,292.52,49.995,1973,Kepler
Planet-12370,Ice Giant,225.99,75.452,1902,Spitzer
Planet-12371,Ice Giant,851.08,5.905,1946,TESS
Planet-12372,Ice Giant,212.94,83.119,1928,Galileo
Planet-12373,Gas Giant,764.23,40.186,1944,TESS
Planet-12374,Dwarf Planet,813.31,31.21,1922,Galileo
Planet-12375,Exoplanet,278.09,58.937,1954,Voyager
Planet-12376,Terrestrial,273.35,90.641,2015,Voyager
Planet-12377,Dwarf Planet,825.61,5.415,1953,Voyager
Planet-12378,Exoplanet,106.86,92.01,2023,James Webb
Planet-12379,Ice Giant,924.68,15.183,2017,Kepler
Planet-12380,Terrestrial,854.3,56.061,2005,Spitzer
Planet-12381,Dwarf Planet,524.45,5.844,1951,Galileo
Planet-12382,Dwarf Planet,26.1,77.693,1978,Chandra
Planet-12383,Gas Giant,395.58,34.052,1926,Spitzer
Planet-12384,Gas Giant,729.24,29.03,1961,Galileo
Planet-12385,Dwarf Planet,875.55,57.362,1987,Ground Telescope
Planet-12386,Terrestrial,360.69,24.334,1928,Voyager
Planet-12387,Gas Giant,482.26,37.782,1922,Kepler
Planet-12388,Gas Giant,64.04,45.684,1916,Ground Telescope
Planet-12389,Exoplanet,10.36,12.021,2018,TESS
Planet-12390,Exoplanet,453.71,32.378,1985,TESS
Planet-12391,Ice Giant,162.67,22.729,2025,Galileo
Planet-12392,Terrestrial,972.4,0.385,1946,JWST
Planet-12393,Gas Giant,218.57,69.92,1984,Chandra
Planet-12394,Gas Giant,689.72,64.395,1972,James Webb
Planet-12395,Terrestrial,734.02,79.515,1992,Voyager
Planet-12396,Ice Giant,65.85,88.984,1968,Galileo
Planet-12397,Exoplanet,111.65,61.808,1994,JWST
Planet-12398,Terrestrial,107.09,59.216,1919,Kepler
Planet-12399,Terrestrial,979.57,25.269,1957,Ground Telescope
Planet-12400,Exoplanet,409.94,56.391,2024,JWST
Planet-12401,Terrestrial,47.38,78.071,2014,JWST
Planet-12402,Terrestrial,670.5,96.112,2002,JWST
Planet-12403,Dwarf Planet,590.78,4.318,1925,Galileo
Planet-12404,Terrestrial,102.09,57.109,1928,James Webb
Planet-12405,Exoplanet,461.67,52.484,2006,Ground Telescope
Planet-12406,Gas Giant,197.37,62.787,1951,Galileo
Planet-12407,Gas Giant,10.05,21.12,1949,Hubble
Planet-12408,Ice Giant,669.11,71.242,1914,Ground Telescope
Planet-12409,Terrestrial,141.45,55.629,2002,Kepler
Planet-12410,Ice Giant,467.83,46.212,1965,Chandra
Planet-12411,Ice Giant,175.07,7.766,1907,Voyager
Planet-12412,Gas Giant,549.69,18.193,1936,Galileo
Planet-12413,Terrestrial,395.34,88.987,1950,Chandra
Planet-12414,Gas Giant,277.19,97.092,1963,Hubble
Planet-12415,Ice Giant,519.5,82.31,1971,Hubble
Planet-12416,Terrestrial,512.91,73.86,1963,James Webb
Planet-12417,Dwarf Planet,972.85,27.055,1994,Galileo
Planet-12418,Ice Giant,189.39,13.426,1945,Voyager
Planet-12419,Gas Giant,690.1,36.021,2023,Chandra
Planet-12420,Gas Giant,485.05,92.694,1978,JWST
Planet-12421,Terrestrial,131.47,74.151,2002,TESS
Planet-12422,Dwarf Planet,256.11,50.942,1935,Chandra
Planet-12423,Dwarf Planet,790.87,66.337,2016,Chandra
Planet-12424,Exoplanet,919.38,20.016,1959,Ground Telescope
Planet-12425,Ice Giant,809.65,6.477,1908,Chandra
Planet-12426,Ice Giant,557.13,99.746,2009,Galileo
Planet-12427,Ice Giant,735.01,61.501,1923,Galileo
Planet-12428,Terrestrial,299.58,35.503,1941,Ground Telescope
Planet-12429,Ice Giant,319.91,10.152,2025,Ground Telescope
Planet-12430,Ice Giant,499.22,46.885,2006,Galileo
Planet-12431,Ice Giant,15.53,37.577,1977,Galileo
Planet-12432,Terrestrial,77.85,26.718,1967,Galileo
Planet-12433,Dwarf Planet,156.65,33.212,1914,Hubble
Planet-12434,Terrestrial,563.82,92.514,1949,JWST
Planet-12435,Exoplanet,505.61,81.717,1977,Galileo
Planet-12436,Dwarf Planet,988.22,3.423,1974,JWST
Planet-12437,Gas Giant,809.03,44.84,1965,Voyager
Planet-12438,Ice Giant,447.86,12.058,1959,TESS
Planet-12439,Exoplanet,960.48,26.789,1908,JWST
Planet-12440,Terrestrial,25.34,75.204,2003,Spitzer
Planet-12441,Exoplanet,31.9,75.417,1952,Kepler
Planet-12442,Ice Giant,241.25,14.886,2017,Hubble
Planet-12443,Ice Giant,145.84,88.055,1936,Ground Telescope
Planet-12444,Terrestrial,528.01,4.91,1970,JWST
Planet-12445,Ice Giant,340.15,87.793,1915,Hubble
Planet-12446,Ice Giant,160.06,86.726,1916,TESS
Planet-12447,Exoplanet,854.03,94.318,1909,Voyager
Planet-12448,Dwarf Planet,668.58,96.115,1996,James Webb
Planet-12449,Ice Giant,864.82,20.822,1930,Galileo
Planet-12450,Gas Giant,696.34,83.129,1951,Spitzer
Planet-12451,Exoplanet,536.72,92.724,1961,Chandra
Planet-12452,Exoplanet,508.03,3.233,1947,Spitzer
Planet-12453,Terrestrial,570.14,61.641,1965,Hubble
Planet-12454,Terrestrial,415.98,63.859,2000,JWST
Planet-12455,Exoplanet,721.27,84.724,1907,Ground Telescope
Planet-12456,Dwarf Planet,65.87,1.958,1943,Ground Telescope
Planet-12457,Ice Giant,418.47,42.108,1972,Hubble
Planet-12458,Dwarf Planet,287.15,12.82,1975,Voyager
Planet-12459,Ice Giant,975.91,88.216,1942,Voyager
Planet-12460,Dwarf Planet,902.39,52.278,1979,Galileo
Planet-12461,Dwarf Planet,814.25,18.104,2018,Ground Telescope
Planet-12462,Dwarf Planet,855.59,75.814,1948,Galileo
Planet-12463,Exoplanet,782.22,24.177,1945,Voyager
Planet-12464,Terrestrial,350.41,77.036,1919,Kepler
Planet-12465,Dwarf Planet,367.48,89.599,2021,Hubble
Planet-12466,Ice Giant,344.81,76.418,1995,Kepler
Planet-12467,Terrestrial,451.11,97.877,2024,Chandra
Planet-12468,Dwarf Planet,781.36,23.59,1951,Spitzer
Planet-12469,Gas Giant,738.26,64.101,1934,TESS
Planet-12470,Exoplanet,748.9,83.67,2020,Hubble
Planet-12471,Dwarf Planet,523.8,29.636,2016,James Webb
Planet-12472,Gas Giant,963.73,4.58,1980,TESS
Planet-12473,Ice Giant,787.62,9.946,1953,Ground Telescope
Planet-12474,Exoplanet,708.1,21.017,1937,Voyager
Planet-12475,Ice Giant,119.57,78.988,1977,Kepler
Planet-12476,Ice Giant,359.45,40.081,2006,Ground Telescope
Planet-12477,Ice Giant,651.2,83.282,1942,Galileo
Planet-12478,Exoplanet,806.23,83.714,1983,James Webb
Planet-12479,Ice Giant,455.34,42.712,1912,Hubble
Planet-12480,Ice Giant,641.47,41.377,1928,TESS
Planet-12481,Terrestrial,418.93,51.693,1969,Kepler
Planet-12482,Ice Giant,922.28,27.622,2014,Spitzer
Planet-12483,Dwarf Planet,70.04,15.255,1915,Kepler
Planet-12484,Exoplanet,684.49,26.171,2003,Voyager
Planet-12485,Terrestrial,341.51,22.993,1945,Kepler
Planet-12486,Exoplanet,386.67,84.372,2011,Ground Telescope
Planet-12487,Terrestrial,759.7,38.113,1900,Ground Telescope
Planet-12488,Exoplanet,94.47,35.033,1939,Galileo
Planet-12489,Gas Giant,335.58,32.275,1958,Galileo
Planet-12490,Ice Giant,633.6,69.528,1990,Chandra
Planet-12491,Gas Giant,257.41,47.857,1958,Chandra
Planet-12492,Terrestrial,26.87,81.425,1953,Kepler
Planet-12493,Gas Giant,288.77,82.189,1994,Chandra
Planet-12494,Ice Giant,290.1,77.896,1964,Galileo
Planet-12495,Exoplanet,703.65,43.947,2003,JWST
Planet-12496,Dwarf Planet,933.83,46.79,1932,TESS
Planet-12497,Dwarf Planet,279.28,45.233,1906,Kepler
Planet-12498,Dwarf Planet,675.52,3.997,1942,James Webb
Planet-12499,Dwarf Planet,346.65,18.987,1940,Spitzer
